Order Date,Category,Region,Sales
2017-09-20,Furniture,South,98.392
2018-03-25,Office Supplies,East,11.05
2016-12-06,Office Supplies,West,7.78
2018-08-31,Technology,South,659.9
2016-10-05,Technology,East,53.04
2018-08-18,Technology,West,843.9
2018-08-18,Technology,West,1496.16
2017-02-02,Office Supplies,East,117.96
2017-08-23,Office Supplies,East,21.3
2017-08-23,Office Supplies,East,1040.8
2017-08-23,Office Supplies,East,29.34
2018-06-30,Furniture,South,19.52
2016-09-18,Office Supplies,West,443.92
2017-09-25,Technology,Central,499.95
2017-09-25,Office Supplies,Central,3.04
2017-09-25,Furniture,Central,201.96
2017-09-25,Furniture,Central,68.64
2017-10-24,Technology,West,100.0
2017-10-24,Technology,West,359.98
2015-09-29,Furniture,West,6.16
2015-09-29,Furniture,West,2348.82
2018-06-26,Office Supplies,South,13.872
2018-06-26,Furniture,South,273.552
2017-08-21,Furniture,East,815.292
2015-02-11,Technology,South,234.45
2015-02-11,Furniture,South,1256.22
2015-02-11,Office Supplies,South,17.46
2017-09-23,Office Supplies,East,10.528
2016-12-05,Office Supplies,Central,152.8
2018-09-03,Office Supplies,West,82.56
2018-09-03,Technology,West,284.97
2018-03-26,Furniture,Central,60.84
2015-12-21,Furniture,West,1325.76
2015-12-21,Furniture,West,572.16
2015-09-23,Office Supplies,East,28.8
2018-04-02,Office Supplies,East,11.12
2017-04-01,Furniture,South,7.04
2016-05-15,Office Supplies,South,17.94
2018-03-23,Office Supplies,West,34.76
2018-04-14,Furniture,East,74.45
2016-01-04,Furniture,South,192.22
2018-11-02,Office Supplies,West,19.44
2018-07-17,Office Supplies,West,32.4
2018-07-17,Office Supplies,West,57.9
2018-07-17,Office Supplies,West,10.56
2018-07-17,Furniture,West,1194.165
2018-10-06,Office Supplies,East,40.99
2015-11-04,Office Supplies,West,2.94
2017-12-18,Office Supplies,West,45.24
2017-12-18,Office Supplies,West,18.688
2017-12-18,Office Supplies,West,11.648
2017-12-18,Technology,West,112.776
2017-12-18,Furniture,West,377.45
2017-12-18,Office Supplies,West,15.936
2017-12-18,Technology,West,28.68
2017-09-24,Furniture,West,21.44
2017-09-24,Office Supplies,West,511.056
2017-07-21,Office Supplies,East,18.656
2017-07-21,Office Supplies,East,11.088
2017-07-21,Office Supplies,East,66.688
2017-07-21,Office Supplies,East,99.488
2017-06-11,Office Supplies,West,14.62
2017-06-11,Office Supplies,West,53.984
2017-06-11,Technology,West,389.97
2016-06-09,Furniture,West,355.36
2016-06-09,Technology,West,140.376
2018-10-27,Office Supplies,Central,15.84
2018-10-27,Office Supplies,Central,8.448
2017-01-22,Office Supplies,West,12.96
2015-05-28,Technology,West,57.408
2015-05-28,Technology,West,27.6
2015-12-29,Furniture,Central,38.976
2017-07-28,Office Supplies,Central,20.44
2017-07-28,Office Supplies,Central,109.92
2017-09-24,Office Supplies,Central,6.38
2017-09-24,Office Supplies,Central,6.48
2015-04-02,Office Supplies,South,15.84
2015-04-02,Technology,South,1049.93
2015-04-02,Office Supplies,South,154.9
2016-11-05,Office Supplies,West,98.352
2015-07-28,Office Supplies,South,14.32
2015-07-28,Furniture,South,129.888
2015-07-28,Office Supplies,South,48.944
2016-12-26,Furniture,Central,275.058
2016-12-10,Office Supplies,East,27.36
2016-12-10,Office Supplies,East,44.75
2016-12-10,Technology,East,134.99
2016-12-10,Office Supplies,East,26.4
2016-12-10,Furniture,East,542.94
2017-05-05,Furniture,West,71.088
2018-10-14,Office Supplies,Central,27.396
2018-10-14,Office Supplies,Central,13.456
2017-11-05,Office Supplies,Central,11.84
2018-11-03,Office Supplies,West,35.88
2017-11-24,Office Supplies,East,40.752
2017-11-24,Technology,East,139.96
2015-12-14,Office Supplies,East,2.624
2015-12-14,Furniture,East,136.53
2015-12-14,Technology,East,263.96
2015-11-03,Office Supplies,East,11.64
2018-09-22,Office Supplies,East,40.176
2016-05-08,Furniture,East,79.44
2016-05-08,Office Supplies,East,357.93
2016-05-08,Furniture,East,127.764
2016-05-08,Technology,East,2799.944
2016-05-08,Office Supplies,East,19.44
2018-07-31,Technology,Central,36.792
2015-03-01,Technology,East,5.94
2018-09-25,Office Supplies,South,177.55
2016-10-09,Technology,Central,619.95
2016-10-09,Technology,Central,29.16
2016-10-09,Office Supplies,Central,57.96
2016-10-09,Office Supplies,Central,29.403
2018-03-29,Office Supplies,Central,81.4
2016-11-14,Office Supplies,West,8.72
2016-11-14,Technology,West,91.176
2016-11-14,Technology,West,159.968
2017-09-26,Office Supplies,West,12.96
2015-09-22,Office Supplies,Central,331.536
2016-09-25,Technology,East,899.91
2016-05-04,Technology,Central,946.344
2018-12-08,Technology,Central,178.11
2018-12-08,Office Supplies,Central,1089.75
2018-12-08,Office Supplies,Central,61.06
2018-12-08,Furniture,Central,459.92
2018-12-08,Office Supplies,Central,27.52
2018-06-29,Furniture,East,638.82
2018-06-29,Office Supplies,East,30.69
2018-06-29,Furniture,East,25.16
2015-06-29,Office Supplies,East,13.92
2015-01-20,Office Supplies,West,19.36
2015-01-20,Furniture,West,19.3
2017-12-31,Office Supplies,West,38.376
2018-03-28,Office Supplies,West,12.96
2018-03-28,Furniture,West,26.48
2018-03-28,Technology,West,532.72
2018-03-28,Office Supplies,West,26.72
2018-03-28,Office Supplies,West,20.04
2018-03-28,Office Supplies,West,795.48
2018-03-28,Furniture,West,21.56
2017-12-08,Technology,South,249.584
2017-12-08,Technology,South,68.112
2017-12-08,Technology,South,16.56
2018-11-18,Technology,East,74.95
2015-05-30,Furniture,Central,355.455
2017-01-22,Office Supplies,West,44.4
2017-01-22,Office Supplies,West,20.65
2017-02-03,Furniture,South,866.4
2016-03-29,Office Supplies,South,5.56
2015-10-14,Office Supplies,Central,3.16
2015-10-14,Technology,Central,1999.96
2016-08-11,Furniture,South,46.152
2016-11-22,Technology,South,32.985
2017-12-30,Office Supplies,West,481.32
2017-12-30,Office Supplies,West,6.384
2018-08-12,Office Supplies,West,542.94
2018-08-12,Furniture,West,54.92
2016-11-03,Furniture,East,1448.82
2016-09-10,Office Supplies,West,353.88
2015-11-08,Technology,West,333.576
2017-10-08,Office Supplies,Central,60.144
2018-09-08,Technology,Central,85.2
2016-02-25,Office Supplies,East,3.15
2016-02-25,Office Supplies,East,22.72
2016-09-24,Furniture,West,14.91
2016-09-24,Office Supplies,West,1158.12
2016-11-26,Technology,Central,599.99
2017-08-31,Office Supplies,Central,23.968
2017-04-12,Furniture,West,638.288
2017-04-12,Office Supplies,West,13.208
2017-12-04,Office Supplies,East,15.528
2017-12-04,Office Supplies,West,104.85
2015-11-11,Office Supplies,West,30.48
2015-11-11,Furniture,West,112.648
2016-04-02,Technology,West,71.976
2016-12-12,Office Supplies,West,2.21
2016-12-12,Office Supplies,West,15.52
2016-12-12,Office Supplies,West,36.44
2018-10-02,Furniture,West,217.764
2018-10-02,Office Supplies,West,39.072
2018-10-02,Office Supplies,West,22.638
2018-10-02,Office Supplies,West,95.144
2018-04-10,Furniture,South,12.32
2018-04-10,Office Supplies,South,4.419
2018-09-29,Office Supplies,West,35.0
2018-09-29,Furniture,West,72.784
2018-09-29,Office Supplies,West,97.84
2018-09-29,Furniture,West,51.75
2018-09-29,Office Supplies,West,46.672
2015-09-29,Office Supplies,East,1395.54
2015-09-29,Furniture,East,117.36
2015-09-29,Office Supplies,East,18.9
2015-09-29,Office Supplies,East,77.52
2015-08-20,Furniture,Central,421.372
2015-07-11,Technology,Central,575.968
2015-07-11,Office Supplies,Central,10.368
2016-03-22,Technology,West,15.984
2018-05-12,Office Supplies,East,10.272
2018-11-13,Office Supplies,Central,61.792
2018-11-13,Furniture,Central,205.9992
2017-09-04,Office Supplies,South,12.192
2017-09-04,Office Supplies,South,87.168
2017-09-04,Office Supplies,South,31.744
2017-02-06,Furniture,South,132.224
2016-03-22,Office Supplies,West,105.52
2016-03-22,Furniture,West,91.96
2016-03-22,Technology,West,1487.976
2016-07-02,Office Supplies,East,19.44
2016-06-15,Technology,South,11.672
2015-11-26,Technology,East,279.96
2015-11-26,Office Supplies,East,12.912
2015-11-26,Office Supplies,East,17.088
2015-11-26,Office Supplies,East,93.15
2015-11-26,Office Supplies,East,11.52
2018-05-12,Office Supplies,West,238.62
2018-05-12,Office Supplies,West,7.77
2018-05-12,Furniture,West,285.48
2018-05-12,Office Supplies,West,19.168
2015-05-02,Office Supplies,East,26.136
2018-09-03,Office Supplies,East,419.4
2018-09-03,Furniture,East,90.801
2018-09-03,Furniture,East,181.764
2018-09-03,Office Supplies,East,5.56
2017-12-03,Furniture,Central,581.96
2017-12-03,Furniture,Central,29.98
2016-07-18,Technology,West,519.96
2017-07-21,Office Supplies,South,6.264
2017-07-21,Furniture,South,363.92
2016-06-09,Office Supplies,South,64.2
2016-06-09,Office Supplies,South,38.52
2016-06-09,Technology,South,72.6
2018-11-27,Technology,West,57.568
2016-03-27,Office Supplies,West,83.7
2016-09-22,Office Supplies,South,32.4
2016-09-22,Furniture,South,47.98
2016-11-17,Technology,West,415.968
2016-11-17,Office Supplies,West,304.9
2016-11-17,Furniture,West,80.96
2016-11-17,Office Supplies,West,777.21
2016-11-17,Office Supplies,West,32.4
2016-11-17,Furniture,West,225.568
2016-11-17,Furniture,West,36.6
2016-11-10,Office Supplies,Central,715.64
2016-11-10,Office Supplies,Central,795.51
2016-11-10,Technology,Central,549.99
2016-11-10,Office Supplies,Central,74.76
2016-11-10,Furniture,Central,29.22
2015-09-10,Office Supplies,South,9.64
2016-08-05,Office Supplies,Central,33.488
2016-08-05,Office Supplies,Central,23.04
2016-08-05,Office Supplies,Central,1.362
2016-08-05,Furniture,Central,14.76
2018-09-03,Furniture,West,239.666
2016-11-01,Furniture,South,301.96
2016-04-29,Office Supplies,East,7.968
2017-05-01,Office Supplies,South,109.92
2017-05-01,Office Supplies,South,19.44
2017-05-01,Office Supplies,South,11.16
2015-08-05,Office Supplies,East,79.47
2015-08-05,Office Supplies,East,4.56
2015-08-05,Furniture,East,1133.35
2017-01-04,Office Supplies,East,4.672
2017-01-04,Office Supplies,East,104.58
2017-11-07,Furniture,West,1603.136
2017-06-14,Furniture,West,1293.488
2017-09-24,Furniture,Central,127.95
2018-03-30,Office Supplies,South,59.76
2018-06-04,Office Supplies,South,108.08
2018-06-04,Office Supplies,South,9.54
2016-04-07,Office Supplies,East,11.736
2015-05-21,Office Supplies,East,447.86
2015-05-21,Office Supplies,East,17.94
2015-05-21,Office Supplies,East,245.88
2017-09-05,Office Supplies,East,192.16
2017-09-18,Furniture,West,801.568
2017-09-18,Office Supplies,West,368.91
2017-09-18,Furniture,West,885.528
2017-03-13,Furniture,West,28.28
2017-03-13,Office Supplies,West,4912.59
2015-10-16,Office Supplies,West,14.352
2015-10-16,Technology,West,179.97
2018-10-08,Office Supplies,East,42.76
2016-05-07,Office Supplies,South,45.68
2017-04-14,Office Supplies,East,25.06
2017-11-21,Office Supplies,Central,38.432
2017-11-21,Office Supplies,Central,21.568
2017-11-21,Technology,Central,81.576
2018-09-10,Office Supplies,South,2.78
2018-09-09,Office Supplies,West,99.87
2015-11-01,Office Supplies,West,44.4
2015-11-01,Office Supplies,West,21.4
2017-04-03,Furniture,Central,71.12
2017-04-03,Technology,Central,259.96
2018-01-12,Office Supplies,West,9.78
2016-11-20,Office Supplies,West,24.192
2017-11-27,Furniture,East,31.56
2018-11-06,Office Supplies,West,59.94
2018-11-06,Office Supplies,West,45.36
2018-11-06,Office Supplies,West,26.4
2018-11-06,Office Supplies,West,41.4
2018-11-06,Technology,West,16.95
2017-12-02,Office Supplies,West,24.704
2017-12-02,Office Supplies,West,59.7
2017-12-02,Furniture,West,14.52
2017-12-02,Office Supplies,West,104.184
2017-12-17,Office Supplies,West,46.53
2015-08-24,Office Supplies,South,25.5
2016-09-17,Office Supplies,East,14.9
2016-09-17,Office Supplies,East,87.71
2016-09-17,Furniture,East,199.764
2016-09-17,Office Supplies,East,94.6
2016-09-17,Furniture,East,4228.704
2016-09-17,Furniture,East,2003.92
2016-09-17,Technology,East,209.97
2016-09-17,Technology,East,659.9
2016-09-17,Office Supplies,East,110.96
2016-09-17,Technology,East,67.8
2017-11-26,Furniture,East,313.176
2018-11-19,Office Supplies,South,22.96
2018-06-03,Technology,West,1099.5
2015-04-08,Furniture,South,1215.92
2015-10-11,Office Supplies,South,7.31
2015-10-11,Furniture,South,8.92
2018-07-07,Furniture,East,87.21
2018-07-07,Office Supplies,East,15.552
2018-07-07,Technology,East,683.988
2018-07-07,Office Supplies,East,13.392
2018-07-07,Technology,East,16.776
2018-07-07,Technology,East,527.92
2017-07-04,Furniture,West,25.4
2017-07-04,Technology,West,177.48
2017-07-04,Technology,West,71.976
2018-05-19,Technology,Central,95.992
2018-05-19,Office Supplies,Central,13.216
2018-10-12,Technology,West,435.84
2018-10-12,Office Supplies,West,5.88
2017-08-06,Technology,West,211.168
2015-08-25,Furniture,West,6.28
2015-08-25,Technology,West,95.1
2015-08-25,Office Supplies,West,25.92
2015-08-25,Office Supplies,West,48.84
2016-09-14,Office Supplies,Central,25.9
2018-03-05,Office Supplies,South,42.68
2018-03-05,Technology,South,299.97
2018-03-05,Office Supplies,South,262.24
2018-03-05,Office Supplies,South,234.36
2018-04-15,Office Supplies,Central,20.736
2015-03-30,Office Supplies,East,10.5
2015-11-11,Furniture,East,23.968
2015-11-11,Furniture,East,521.96
2017-03-12,Office Supplies,West,676.55
2017-03-12,Office Supplies,West,154.9
2017-03-12,Office Supplies,West,30.56
2017-03-12,Furniture,West,770.352
2018-02-09,Furniture,West,21.12
2015-11-11,Technology,West,575.928
2015-11-11,Office Supplies,West,7.78
2015-11-11,Office Supplies,West,123.92
2018-08-20,Office Supplies,West,17.22
2018-08-20,Office Supplies,West,226.56
2018-08-20,Technology,West,107.88
2017-01-15,Office Supplies,East,81.98
2015-07-20,Office Supplies,West,104.85
2015-07-20,Office Supplies,West,8.704
2015-07-20,Office Supplies,West,19.92
2015-07-20,Furniture,West,43.02
2018-02-06,Furniture,East,240.784
2016-12-25,Office Supplies,East,414.96
2017-10-08,Office Supplies,South,387.72
2018-07-13,Office Supplies,Central,360.38
2018-07-13,Office Supplies,Central,13.56
2018-04-24,Technology,West,552.0
2015-09-07,Furniture,Central,429.9
2015-09-07,Office Supplies,Central,32.06
2015-09-07,Furniture,Central,161.96
2015-09-07,Office Supplies,Central,19.86
2017-11-21,Office Supplies,East,12.96
2018-09-16,Office Supplies,East,20.544
2017-07-19,Furniture,South,185.58
2017-07-19,Office Supplies,South,77.56
2017-07-19,Office Supplies,South,87.92
2017-07-19,Office Supplies,South,245.94
2017-07-19,Office Supplies,South,8.6
2017-07-19,Furniture,South,504.9
2018-09-15,Office Supplies,West,2357.488
2018-09-15,Technology,West,369.544
2018-09-15,Furniture,West,184.752
2017-12-11,Office Supplies,East,64.96
2017-12-11,Office Supplies,East,13.52
2017-12-11,Furniture,East,458.43
2017-12-11,Office Supplies,East,387.136
2017-12-11,Furniture,East,328.59
2015-12-10,Furniture,West,338.352
2015-12-10,Office Supplies,West,25.92
2015-12-10,Office Supplies,West,91.36
2015-12-13,Furniture,West,87.96
2015-12-13,Office Supplies,West,5.214
2018-09-21,Office Supplies,South,12.294
2018-09-07,Furniture,West,19.76
2016-11-02,Furniture,East,109.764
2018-12-11,Technology,East,128.85
2018-04-01,Furniture,South,127.95
2016-12-30,Office Supplies,West,68.52
2016-12-30,Office Supplies,West,74.94
2016-12-30,Technology,West,2548.56
2016-12-30,Office Supplies,West,271.44
2016-12-30,Technology,West,287.88
2017-03-10,Office Supplies,West,14.9
2017-03-10,Technology,West,4158.912
2015-04-06,Furniture,West,91.96
2015-04-06,Furniture,West,33.11
2015-04-06,Office Supplies,West,19.44
2015-04-06,Office Supplies,West,55.48
2015-10-05,Office Supplies,East,91.92
2017-08-13,Office Supplies,South,17.34
2017-08-13,Technology,South,71.98
2015-11-17,Office Supplies,Central,7.08
2018-04-24,Technology,East,69.98
2018-08-24,Office Supplies,East,646.272
2018-08-24,Office Supplies,East,10.368
2018-02-23,Office Supplies,West,8.4
2018-02-23,Technology,West,71.96
2017-11-19,Office Supplies,South,18.48
2017-11-14,Office Supplies,West,9.84
2018-07-06,Furniture,South,239.24
2017-12-25,Furniture,East,21.12
2018-04-23,Office Supplies,East,54.9
2016-12-14,Furniture,West,15.24
2016-04-19,Office Supplies,Central,19.568
2016-04-19,Office Supplies,Central,310.392
2017-09-04,Furniture,South,42.6
2017-09-04,Office Supplies,South,113.94
2017-09-04,Office Supplies,South,129.92
2017-09-04,Office Supplies,South,5.28
2018-09-24,Technology,West,859.2
2018-09-24,Technology,West,506.28
2017-02-04,Furniture,West,14.368
2018-05-19,Furniture,South,314.352
2018-05-19,Office Supplies,South,27.888
2016-09-03,Furniture,West,238.152
2017-06-09,Furniture,Central,692.94
2016-11-07,Office Supplies,South,16.146
2016-11-07,Office Supplies,South,1345.485
2017-06-15,Office Supplies,Central,173.488
2016-04-25,Office Supplies,Central,57.75
2016-04-25,Office Supplies,Central,272.4
2017-09-23,Office Supplies,East,11.952
2017-09-23,Furniture,East,28.0
2017-09-23,Office Supplies,East,12.201
2017-08-18,Office Supplies,Central,2.068
2017-08-18,Office Supplies,Central,83.84
2015-03-02,Office Supplies,East,11.36
2015-03-02,Office Supplies,East,36.4
2015-12-30,Technology,East,27.968
2016-04-10,Office Supplies,East,142.04
2016-04-10,Office Supplies,East,14.67
2016-12-25,Technology,West,1199.96
2016-12-25,Office Supplies,West,12.6
2016-12-25,Office Supplies,West,17.94
2016-04-05,Office Supplies,East,23.904
2016-01-17,Office Supplies,South,88.96
2018-05-20,Furniture,West,518.272
2018-05-20,Furniture,West,6.98
2018-05-20,Technology,West,343.2
2018-08-13,Office Supplies,East,17.544
2016-12-31,Office Supplies,Central,152.688
2016-12-31,Office Supplies,Central,3.488
2016-12-31,Office Supplies,Central,5.888
2018-12-25,Office Supplies,West,153.552
2018-12-25,Office Supplies,West,270.62
2017-09-01,Technology,East,468.9
2017-09-01,Technology,East,72.48
2017-09-01,Office Supplies,East,10.95
2017-09-01,Furniture,East,191.82
2018-08-05,Office Supplies,Central,151.056
2015-02-18,Furniture,Central,25.16
2017-11-22,Office Supplies,Central,6.216
2017-11-22,Office Supplies,Central,23.616
2017-11-22,Technology,Central,24.032
2017-11-22,Office Supplies,Central,2.088
2017-11-22,Office Supplies,Central,4.488
2016-12-14,Furniture,West,29.22
2016-06-13,Office Supplies,South,6.48
2018-12-28,Office Supplies,West,1.188
2018-09-20,Furniture,East,272.646
2018-09-20,Technology,East,212.8
2018-09-20,Office Supplies,East,38.52
2018-09-20,Technology,East,72.64
2018-09-20,Office Supplies,East,45.4
2018-09-20,Office Supplies,East,13.76
2018-09-20,Furniture,East,80.991
2018-09-20,Office Supplies,East,11.784
2018-09-20,Office Supplies,East,4.36
2018-09-20,Furniture,East,2888.127
2018-09-20,Technology,East,1299.66
2018-09-20,Furniture,East,2254.41
2018-09-20,Technology,East,104.85
2018-09-20,Technology,East,59.97
2018-08-22,Furniture,East,314.532
2016-06-18,Office Supplies,South,13.632
2015-12-20,Office Supplies,Central,19.432
2015-12-20,Technology,Central,65.44
2017-09-11,Office Supplies,Central,6.0
2017-09-11,Office Supplies,Central,1.908
2017-11-12,Furniture,East,1474.802
2017-11-12,Office Supplies,East,110.096
2017-11-12,Office Supplies,East,16.752
2017-11-12,Furniture,East,1537.074
2017-11-12,Furniture,East,449.372
2017-03-14,Office Supplies,West,41.904
2017-11-13,Technology,East,2279.96
2017-11-13,Office Supplies,East,14.94
2018-09-19,Technology,West,191.976
2018-09-19,Office Supplies,West,23.832
2018-09-19,Furniture,West,409.216
2018-09-19,Furniture,West,72.588
2018-12-04,Office Supplies,Central,61.568
2016-08-31,Office Supplies,Central,20.96
2018-06-03,Technology,West,44.75
2018-06-03,Office Supplies,West,11.96
2018-06-03,Office Supplies,West,3.912
2017-03-31,Furniture,East,327.996
2015-10-25,Office Supplies,West,49.408
2018-03-26,Technology,South,53.25
2018-03-26,Office Supplies,South,3.76
2015-12-27,Furniture,East,767.214
2018-09-15,Office Supplies,South,163.96
2017-08-16,Furniture,West,161.28
2017-11-04,Office Supplies,West,192.8
2016-10-18,Technology,Central,27.696
2016-10-18,Office Supplies,Central,73.164
2017-10-31,Office Supplies,South,32.064
2015-03-30,Furniture,West,205.666
2016-04-18,Office Supplies,West,115.44
2018-07-09,Office Supplies,East,274.8
2018-07-09,Office Supplies,East,195.64
2018-07-09,Technology,East,257.98
2018-07-09,Office Supplies,East,119.04
2018-06-27,Office Supplies,Central,20.07
2015-12-22,Office Supplies,West,11.76
2018-11-21,Office Supplies,West,11.76
2018-11-21,Office Supplies,West,40.736
2017-06-27,Technology,West,201.584
2018-12-28,Furniture,West,340.704
2017-04-08,Furniture,South,354.9
2015-03-18,Furniture,West,1198.33
2018-07-03,Office Supplies,West,87.92
2018-04-20,Furniture,East,51.968
2018-04-20,Office Supplies,East,51.336
2018-04-20,Office Supplies,East,332.704
2018-04-20,Furniture,East,42.408
2017-08-03,Office Supplies,Central,81.54
2017-08-03,Technology,Central,167.28
2017-12-03,Office Supplies,West,772.68
2015-03-19,Technology,South,323.976
2015-03-19,Office Supplies,South,11.808
2015-03-19,Office Supplies,South,26.16
2015-03-19,Office Supplies,South,33.57
2015-03-19,Furniture,South,4.992
2015-03-19,Furniture,South,20.016
2015-03-19,Technology,South,170.24
2016-04-20,Office Supplies,Central,117.456
2016-09-19,Office Supplies,West,22.96
2015-08-27,Office Supplies,South,13.36
2017-12-19,Office Supplies,East,34.248
2017-12-19,Office Supplies,East,3.52
2015-08-02,Office Supplies,Central,26.7
2015-08-02,Technology,Central,21.2
2015-08-02,Office Supplies,Central,838.38
2016-09-21,Furniture,South,1690.04
2016-09-21,Office Supplies,South,85.96
2016-09-21,Office Supplies,South,121.96
2016-09-21,Office Supplies,South,23.92
2016-09-21,Office Supplies,South,63.96
2016-09-21,Technology,South,629.95
2016-09-21,Technology,South,113.73
2016-09-21,Office Supplies,South,14.6
2016-09-21,Office Supplies,South,887.84
2017-12-11,Furniture,West,403.92
2016-08-07,Office Supplies,East,106.8
2016-11-15,Office Supplies,East,70.95
2016-11-15,Office Supplies,East,34.944
2016-11-15,Office Supplies,East,119.04
2018-04-04,Technology,Central,383.84
2017-12-24,Furniture,East,799.56
2018-12-13,Office Supplies,West,31.44
2018-12-22,Office Supplies,Central,25.92
2018-12-22,Office Supplies,Central,6.33
2018-12-22,Office Supplies,Central,75.88
2018-10-21,Technology,East,329.988
2018-10-21,Office Supplies,East,71.376
2016-11-13,Office Supplies,Central,63.77
2016-11-13,Technology,Central,50.97
2016-11-13,Office Supplies,Central,96.08
2016-04-16,Technology,Central,1439.968
2016-04-16,Technology,Central,43.56
2017-12-16,Furniture,West,563.92
2017-10-21,Technology,East,235.152
2018-12-01,Furniture,East,7.712
2017-10-20,Office Supplies,Central,51.016
2017-10-20,Office Supplies,Central,25.248
2017-10-20,Furniture,Central,56.686
2018-09-29,Office Supplies,East,51.168
2018-08-18,Office Supplies,West,2793.528
2018-08-18,Office Supplies,West,1000.02
2018-08-18,Furniture,West,65.94
2018-11-12,Office Supplies,West,18.24
2018-11-12,Office Supplies,West,76.12
2015-10-11,Office Supplies,West,7.64
2016-11-28,Furniture,East,68.16
2016-11-28,Office Supplies,East,62.24
2016-07-27,Technology,South,29.97
2017-10-20,Technology,Central,125.7
2017-10-20,Technology,Central,191.98
2017-10-20,Office Supplies,Central,20.86
2018-09-14,Office Supplies,West,56.7
2018-12-23,Furniture,South,72.704
2018-12-23,Office Supplies,South,12.264
2018-12-23,Office Supplies,South,218.352
2016-10-05,Furniture,West,66.294
2016-10-05,Furniture,West,291.168
2015-11-02,Technology,Central,88.776
2017-01-22,Technology,East,110.376
2017-01-22,Technology,East,55.176
2018-07-11,Office Supplies,Central,30.32
2018-09-11,Furniture,West,177.568
2018-09-11,Office Supplies,West,19.44
2018-09-11,Office Supplies,West,71.28
2018-09-11,Office Supplies,West,1471.96
2018-09-11,Technology,West,79.96
2017-02-23,Office Supplies,East,57.576
2017-01-22,Office Supplies,East,26.336
2016-12-12,Furniture,West,166.5
2016-12-12,Office Supplies,West,360.38
2017-10-29,Office Supplies,West,11.744
2018-05-28,Furniture,East,247.44
2015-12-21,Office Supplies,South,18.24
2017-11-24,Office Supplies,West,25.35
2016-11-20,Office Supplies,West,119.04
2016-11-20,Furniture,West,22.14
2016-11-20,Technology,West,13.98
2018-05-29,Office Supplies,Central,43.41
2018-05-29,Furniture,Central,6.24
2018-05-29,Office Supplies,Central,465.16
2018-05-29,Office Supplies,Central,7.98
2015-12-02,Office Supplies,Central,2.394
2015-04-07,Office Supplies,South,58.32
2015-04-07,Technology,South,200.97
2016-09-08,Furniture,South,21.36
2018-09-09,Office Supplies,Central,9.856
2016-09-06,Office Supplies,South,3.444
2018-11-02,Office Supplies,East,384.592
2016-03-28,Office Supplies,East,22.92
2016-08-13,Office Supplies,Central,11.36
2016-05-12,Office Supplies,West,14.592
2018-07-23,Office Supplies,East,41.4
2017-09-24,Office Supplies,Central,442.372
2018-05-05,Office Supplies,South,34.5
2017-10-06,Office Supplies,Central,28.85
2015-11-03,Office Supplies,South,3.488
2015-11-03,Office Supplies,South,143.856
2016-10-01,Technology,East,311.98
2016-10-01,Office Supplies,East,22.45
2018-12-02,Technology,West,39.992
2018-12-02,Furniture,West,1159.056
2018-12-02,Office Supplies,West,179.9
2018-12-11,Technology,Central,116.312
2017-07-17,Furniture,West,12.42
2017-07-17,Technology,West,428.4
2017-07-17,Furniture,West,24.75
2017-07-17,Office Supplies,West,87.71
2017-07-17,Office Supplies,West,69.52
2017-07-17,Technology,West,20.784
2017-07-17,Office Supplies,West,12.816
2018-05-12,Office Supplies,East,5.904
2016-11-20,Furniture,East,63.824
2016-11-20,Office Supplies,East,141.552
2017-09-24,Office Supplies,West,304.9
2017-09-24,Furniture,West,563.24
2017-10-21,Furniture,East,661.176
2017-10-24,Technology,South,239.976
2015-07-08,Furniture,West,502.488
2015-07-08,Office Supplies,West,196.704
2016-03-13,Furniture,West,915.136
2016-03-13,Furniture,West,327.76
2018-12-02,Furniture,South,701.96
2016-04-22,Technology,West,88.776
2016-04-22,Office Supplies,West,64.14
2015-09-16,Office Supplies,East,33.552
2015-12-28,Office Supplies,East,1737.18
2015-12-28,Office Supplies,East,704.25
2015-12-28,Office Supplies,East,141.76
2015-10-21,Office Supplies,West,36.36
2018-11-30,Furniture,West,25.83
2015-06-06,Office Supplies,Central,24.588
2015-06-06,Office Supplies,Central,13.984
2018-11-23,Technology,Central,195.96
2018-06-18,Office Supplies,Central,74.352
2018-05-05,Office Supplies,East,6.68
2017-11-04,Office Supplies,West,17.584
2017-11-04,Furniture,West,104.784
2017-11-04,Office Supplies,West,47.952
2017-11-04,Furniture,West,650.352
2017-11-04,Office Supplies,West,629.184
2017-11-04,Office Supplies,West,15.176
2015-09-11,Furniture,West,127.95
2018-02-16,Office Supplies,East,579.51
2018-02-16,Technology,East,14.99
2015-11-24,Office Supplies,Central,151.92
2015-11-24,Office Supplies,Central,196.62
2015-11-24,Office Supplies,Central,144.12
2015-11-24,Office Supplies,Central,15.96
2018-11-25,Technology,West,39.96
2018-11-25,Office Supplies,West,34.08
2018-09-28,Office Supplies,South,10.368
2015-10-13,Office Supplies,East,7.752
2015-06-03,Office Supplies,Central,15.28
2015-06-17,Technology,East,65.97
2016-10-29,Office Supplies,West,33.4
2016-10-29,Office Supplies,West,210.84
2015-01-20,Office Supplies,Central,13.98
2015-01-20,Furniture,Central,272.94
2015-01-20,Office Supplies,Central,19.05
2015-01-20,Office Supplies,Central,247.716
2015-01-20,Office Supplies,Central,66.58
2015-01-20,Office Supplies,Central,43.92
